time;rpm_wheel;rpm_engine
0;15;15
2;225;225
4;195;195
6;195;195
8;135;135
10;195;195
12;195;195
14;195;195
16;195;195
18;195;195
20;210;210
22;225;225
24;210;210
26;255;255
28;270;270
30;270;270
32;300;300
34;330;330
36;345;345
38;375;375
40;390;390
42;420;420
44;450;450
46;450;450
48;480;480
50;480;480
52;525;525
54;525;525
56;570;570
58;570;570
60;585;585
62;615;615
64;615;615
66;630;630
68;465;465
70;630;630
72;240;240
