time;rpm_wheel;rpm_engine
0;0;0
2;165;165
4;120;120
6;120;120
8;120;120
10;120;120
12;150;150
14;165;165
16;135;135
18;165;165
20;255;255
22;180;180
24;180;180
26;150;150
28;135;135
30;120;120
32;150;150
34;180;180
36;180;180
38;135;135
40;150;150
42;120;120
44;150;150
46;165;165
48;135;135
50;180;180
52;105;105
54;120;120
56;165;165
58;135;135
60;165;165
62;135;135
64;165;165
66;150;150
68;150;150
70;150;150
