time;rpm_wheel;rpm_engine
0;0;0
2;0;0
4;0;0
6;0;0
8;270;270
10;360;360
12;390;390
14;405;405
16;405;405
18;375;375
20;345;345
22;360;360
24;45;45
26;285;285
28;420;420
30;390;390
32;405;405
34;405;405
36;270;270
38;405;405
40;405;405
42;315;315
44;0;0
46;0;0
48;360;360
50;405;405
52;0;0
54;0;0
56;30;30
58;0;0
60;105;105
62;405;405
64;405;405
66;105;105
68;285;285
70;390;390
72;405;405
74;75;75
