time;rpm_wheel;rpm_engine
0;0;0
2;120;120
4;135;135
6;135;135
8;135;135
10;150;150
12;135;135
14;165;165
16;165;165
18;195;195
20;195;195
22;225;225
24;255;255
26;285;285
28;300;300
30;330;330
32;360;360
34;405;405
36;405;405
38;375;375
40;420;420
42;405;405
44;360;360
46;390;390
48;375;375
50;360;360
52;345;345
54;345;345
56;360;360
58;330;330
60;330;330
62;315;315
64;315;315
