time;rpm_wheel;rpm_engine
0;0;0
2;15;15
4;0;0
6;0;0
8;165;165
10;795;795
12;795;795
14;765;765
16;810;810
18;795;795
20;795;795
22;690;690
24;0;0
26;0;0
28;15;15
30;0;0
32;0;0
34;0;0
36;15;15
38;0;0
40;0;0
42;120;120
44;75;75
46;0;0
48;0;0
50;0;0
52;15;15
54;15;15
56;0;0
58;120;120
60;780;780
62;525;525
64;0;0
66;30;30
68;15;15
70;0;0
72;0;0
74;15;15
76;30;30
78;90;90
