time;rpm_wheel;rpm_engine
0;0;0
2;0;0
4;255;255
6;390;390
8;360;360
10;75;75
12;390;390
14;285;285
16;390;390
18;390;390
20;390;390
22;405;405
24;405;405
26;390;390
28;240;240
30;390;390
32;390;390
34;405;405
36;240;240
38;0;0
40;165;165
42;165;165
44;390;390
46;405;405
48;390;390
50;330;330
52;285;285
54;390;390
56;405;405
58;0;0
60;0;0
62;225;225
64;240;240
66;0;0
68;0;0
70;0;0
72;0;0
74;0;0
76;0;0
78;0;0
80;0;0
82;0;0
84;0;0
86;90;90
88;300;300
90;135;135
